PMID	DOI	Title	Year	PublicationTypes
2766869	NA	Treatment of childhood bacterial meningitis with ceftriaxone once daily: open, prospective, randomized, comparative study of short-course versus standard-length therapy.	1989	Clinical Trial
2777428	NA	Pharmacokinetics and acute side-effects of nifedipine given as slow-release tablets or liquid-filled capsules.	1989	Clinical Trial
2521060	NA	10-Hydroxynortriptyline and treatment effects in elderly depressed patients.	1989	Clinical Trial
2596625	NA	The preparation of acetic acid for use in otic drops and its effect on endocochlear potential and pH in inner ear fluid.	1989	Journal Article
2694737	NA	RU 486 (mifepristone): clinical trials in China.	1989	Clinical Trial
2589366	NA	Ciprofloxacin in patients with bacteremic infections. The Spanish Group for the Study of Ciprofloxacin.	1989	Journal Article
2634727	NA	Comparison of penile vascular effect induced by intracavernous injection of papaverine and prostaglandin E1.	1989	Comparative Study
2635548	NA	Asymmetry of evoked rotatory nystagmus in the guinea pig after experimental induction of endolymphatic hydrops.	1989	Journal Article
2570790	NA	Effectiveness and tolerability of long term treatment with cabergoline, a new long-lasting ergoline derivative, in hyperprolactinemic patients.	1989	Comparative Study
2520936	NA	Bilateral intrapleural regional analgesia for postoperative pain control: a dose-finding study.	1989	Journal Article
2518680	NA	Encainide.	1989	Journal Article
2571021	NA	Gamma-hydroxybutyric acid for treatment of alcohol withdrawal syndrome.	1989	Clinical Trial
2669564	NA	Efficacy and safety of pentoxifylline in geriatric patients with intermittent claudication.	1989	Clinical Trial
2577252	NA	Epidural sufentanil for analgesia for labor and delivery.	1989	Journal Article
2656736	NA	Cabergoline: long-acting oral treatment of hyperprolactinemic disorders.	1989	Clinical Trial
2585554	NA	Aminoglycoside antibiotics impair calcium entry but not viability and motility in isolated cochlear outer hair cells.	1989	Journal Article
2512556	NA	Evaluation of eighth nerve integrity by the electrically evoked middle latency response.	1989	Journal Article
2768084	NA	The effects of kainic acid on the cochlear ganglion of the rat.	1989	Journal Article
2720598	NA	"Eight-drugs-in-one-day" chemotherapy administered before and after radiotherapy to adult patients with malignant gliomas.	1989	Journal Article
2753829	NA	Effects of sodium bromate on ionic concentrations and osmolalities of the cochlear fluids in guinea pigs.	1989	Journal Article
2715805	NA	Hearing loss in children and young adults receiving cisplatin with or without prior cranial irradiation.	1989	Comparative Study
2658582	NA	Prospective study of amikacin versus netilmicin in the treatment of severe infection in hospitalized patients.	1989	Case Reports
2708843	NA	Netilmicin in the treatment of gram-negative bacteremia: single daily versus multiple daily dosage.	1989	Clinical Trial
2651580	NA	A phase I clinical and pharmacokinetic study of carboplatin and autologous bone marrow support.	1989	Clinical Trial
2540867	NA	Platinum chemotherapy, radiotherapy and the inner ear: implications for "standard" radiation portals.	1989	Case Reports
2923694	NA	Effect of albumin-bound furosemide on the endocochlear potential of the chinchilla. Alleviation of furosemide-induced ototoxicity.	1989	Comparative Study
2655095	NA	Carboplatin in the treatment of ovarian cancer.	1989	Clinical Trial
2740427	NA	Multimodal effects of acute exposure to toluene evidenced by sensory-evoked potentials from Fischer-344 rats.	1989	Journal Article
2708157	NA	The ototoxic effect of cisplatin on guinea pigs in relation to dosage.	1989	Journal Article
2650023	NA	Cisplatin nephrotoxicity.	1989	Journal Article
2672481	NA	Lonidamine in advanced colorectal cancer: a phase II study of the Italian Oncology Group for Clinical Research (GOIRC).	1989	Clinical Trial
2544349	NA	Neoadjuvant vindesine, etoposide, and cisplatin for locally advanced non-small cell lung cancer. Final report of a phase 2 study.	1989	Journal Article
2515533	NA	The enzyme-activated irreversible inhibitor of ornithine decarboxylase, DL-alpha-difluoromethylornithine: a chemopreventive agent.	1989	Journal Article
2705702	NA	Auditory nerve and brain stem evoked response thresholds in infants treated with gentamicin as neonates.	1989	Journal Article
2677257	NA	The combined use of radiation therapy and lonidamine in the treatment of brain metastases.	1989	Clinical Trial
2793613	NA	Differential susceptibility to gentamicin ototoxicity between albino and pigmented guinea pigs.	1989	Comparative Study
2764235	NA	Incidence of amikacin ototoxicity: a sigmoid function of total drug exposure independent of plasma levels.	1989	Journal Article
2665790	NA	The ototoxicity of ceftazidime in the chinchilla middle ear.	1989	Journal Article
2474060	NA	Ten-year survival and late sequelae in testicular cancer patients treated with cisplatin, vinblastine, and bleomycin.	1989	Journal Article
2535320	NA	Protection against salicylate ototoxicity by zinc.	1989	Journal Article
2922768	NA	Toxicity studies with quinine hydrochloride.	1989	Journal Article
2910782	NA	A randomized comparison of a rapid versus prolonged (24 hr) infusion of cisplatin in therapy of squamous cell carcinoma of the uterine cervix: a Gynecologic Oncology Group study.	1989	Clinical Trial
2635545	NA	Structural and physiological change of the bullfrog semicircular canal due to gentamicin intoxication.	1989	Comparative Study
2612232	NA	Ototoxic effects of a pseudodisaccharide aminoglycoside antibiotic, dactimicin, on the inner ears of guinea pigs.	1989	Comparative Study
2591298	NA	Effect of glucarolactam on ototoxicity of aminoglycoside antibiotics in guinea-pigs.	1989	Journal Article
2590860	NA	Cochleovestibular toxicity related to dichloromethotrexate.	1989	Case Reports
2590032	NA	Gentamicin and other ototoxic antibiotics for the transtympanic treatment of Menière's disease.	1989	Journal Article
2586361	NA	Eight-drugs-in-one-day chemotherapy in postirradiated adult patients with malignant gliomas.	1989	Journal Article
2537872	NA	Ototoxicity of ear drops in patients suffering from chronic otitis media.	1989	Journal Article
2536649	NA	Gentamicin alters membrane structure as shown by freeze-fracture of liposomes.	1989	Journal Article
2505216	NA	Long-term effects of inhaled tobramycin in patients with cystic fibrosis colonized with Pseudomonas aeruginosa.	1989	Clinical Trial
2494640	NA	Long-term tobramycin aerosol therapy in cystic fibrosis.	1989	Journal Article
2475098	NA	Ototoxicity of carboplatin in guinea pigs.	1989	Comparative Study
2466579	NA	Phase II trial of carboplatin in patients with advanced germ-cell testicular tumors and transitional cell carcinomas of the urinary tract.	1989	Journal Article
2596626	NA	Turnover of sulphated macromolecules in the murine endolymphatic sac after long-term kanamycin treatment.	1989	Journal Article
2650722	NA	A comparison of the toxicity and efficacy of cisplatin and carboplatin in advanced ovarian cancer. The Swons Gynaecological Cancer Group.	1989	Clinical Trial
2730420	NA	An experimental study of vancomycin-induced cochlear damage.	1989	Journal Article
2921411	NA	Kanamycin induced low-frequency hearing loss in the budgerigar (Melopsittacus undulatus).	1989	Journal Article
2808293	NA	Vestibular functions in conservatively treated chronic renal failure.	1989	Comparative Study
2649354	NA	Carboplatin. A preliminary review of its pharmacodynamic and pharmacokinetic properties and therapeutic efficacy in the treatment of cancer.	1989	Clinical Trial
2495509	NA	Ototoxicity of antimycotics.	1989	Journal Article
2492203	NA	A phase I study of hepatic arterial infusion using difluoromethylornithine.	1989	Journal Article
2929339	NA	Middle ear ototoxic treatment for inner ear disease.	1989	Journal Article
2921087	NA	The microbiological efficacy of the combination of fosfomycin and vancomycin against clinically relevant staphylococci.	1989	Journal Article
2751489	NA	Role of high-frequency audiometry in the early detection of ototoxicity. II. Clinical Aspects.	1989	Comparative Study
2913475	NA	Enhanced cis-platinum ototoxicity in children with brain tumours who have received simultaneous or prior cranial irradiation.	1989	Journal Article
2800889	NA	Imipenem/cilastatin versus piperacillin plus amikacin as empiric therapy in the treatment of febrile episodes in neutropenic patients with haematologic malignancies.	1989	Clinical Trial
2757563	NA	An immunohistochemical method for the study of aminoglycoside ototoxicity in the guinea pig cochlea using decalcified frozen sections.	1989	Journal Article
2756351	NA	Does ciprofloxacin affect the inner ear? A preliminary report.	1989	Journal Article
2735389	NA	Perfusion of the inner ear with streptomycin.	1989	Case Reports
2708156	NA	The combined effect of cisplatin and furosemide on hearing function in guinea pigs.	1989	Journal Article
2527839	NA	Arachidonate metabolites change furosemide-induced cochlear potentials.	1989	Journal Article
2467504	NA	Sensory hair fusion and glycocalyx changes following gentamicin exposure in the guinea pig vestibular organs.	1989	Journal Article
2590023	NA	Melanin in the inner ear. An experimental study with control and kanamycin-intoxicated colored guinea-pigs.	1989	Journal Article
2648756	NA	Toxic effects on inner ear of noxious agents passing through the round window membrane.	1989	Journal Article
2710542	NA	Hydrocortisone applied into the round window niche causes electrophysiological dysfunction of the inner ear.	1989	Journal Article
2925018	NA	Disruption of auditory function by acute administration of a "room odorizer" containing butyl nitrite in rats.	1989	Journal Article
2929338	NA	Sensory hair fusion and glycocalyx changes after gentamicin exposure in the guinea pig.	1989	Journal Article
2708672	NA	Frequency difference limens in normal and sensorineural hearing impaired chinchillas.	1989	Journal Article
2506912	NA	An animal model of hearing loss from alpha-difluoromethylornithine.	1989	Journal Article
2777365	NA	Cochlear toxicity of streptomycin in man.	1989	Journal Article
2787952	NA	Cellular target of streptomycin in the internal ear.	1989	Journal Article
2772841	NA	Effects of dinocap on otolith development: evaluation of mouse and hamster fetuses at term.	1989	Journal Article
2768082	NA	Evaluation of the effect of ototopical neomycin on spiral ganglion cell density in the guinea pig.	1989	Journal Article
2531137	NA	The time-course of furosemide-induced strial changes in guinea pigs after pretreatment with daltroban.	1989	Journal Article
2584156	NA	Selective damage to cochlear efferents by the choline neurotoxin ethylcholine mustard aziridinium ion (AF64A) in the chinchilla.	1989	Journal Article
2793605	NA	The effect of gentamicin-induced hair cell loss on the tight junctions of the reticular lamina.	1989	Journal Article
3228181	NA	Quinine reduces noxious cochlear effects of furosemide and ethacrynic acid.	1988	Journal Article
3228184	NA	The round window as access route for agents injurious to the inner ear.	1988	Journal Article
3225645	NA	Cis-platinum ototoxicity after radiation treatment: an animal model.	1988	Journal Article
3264488	NA	Selective lesions of the vestibular labyrinth.	1988	Journal Article
3244344	NA	Ototoxicity of toluene in rats.	1988	Journal Article
3065060	NA	Drugs affecting the inner ear. A review of their clinical efficacy, mechanisms of action, toxicity, and place in therapy.	1988	Journal Article
2901266	NA	Comparison of betaxolol, a new beta 1-adrenergic antagonist, to propranolol in the treatment of mild to moderate hypertension.	1988	Clinical Trial
2970853	NA	Isradipine (PN 200-110) versus hydrochlorothiazide in mild to moderate hypertension. A multicenter study.	1988	Clinical Trial
3164762	NA	Comparison of sublingual lorazepam with intramuscular diazepam as sedatives during oral surgery.	1988	Clinical Trial
3054094	NA	Two double blind trials of diclofenac sodium with aspirin and with naproxen in the treatment of patients with rheumatoid arthritis.	1988	Clinical Trial
3124056	NA	Active head-movement analysis of cisplatin-induced vestibulotoxicity.	1988	Comparative Study
3390339	NA	Severe hypertrichosis of the external ear canal during minoxidil therapy.	1988	Case Reports
3043289	NA	Clinical trial of naltrexone in premenstrual syndrome.	1988	Clinical Trial
3182430	NA	Oral treatment of peritonitis in CAPD patients with two dosage regimens of ofloxacin.	1988	Journal Article
3057041	NA	Multicenter, double-blind, multiple-dose, parallel-groups efficacy and safety trial of azelastine, chlorpheniramine, and placebo in the treatment of spring allergic rhinitis.	1988	Clinical Trial
3177430	NA	Antimalarial drugs and pregnancy.	1988	Journal Article
2904756	NA	The addition of doxazosin to the treatment regimen of hypertensive patients not responsive to nifedipine.	1988	Journal Article
2904758	NA	A single-blind study of doxazosin in the treatment of essential hypertension when added to nonresponders to angiotensin-converting enzyme inhibitor therapy.	1988	Journal Article
2469290	NA	The glycocalyx of inner ear sensory and supporting cells.	1988	Journal Article
3218493	NA	Impaired hearing following instillation of hydrocortisone into the middle ear. Preliminary report from an animal study.	1988	Journal Article
3245438	NA	Barrier systems in the inner ear.	1988	Journal Article
3341703	NA	Morphologic effects of glycerol and urea on cochlear tissues of the chinchilla.	1988	Journal Article
3390078	NA	Correlations between cis-platinum dosage and toxicity in a guinea pig model.	1988	Journal Article
3341037	NA	Prenatal dinocap exposure alters swimming behavior in mice due to complete otolith agenesis in the inner ear.	1988	Journal Article
3400453	NA	Melanine value in the stria vascularis of pigmented guinea-pigs treated by kanamycin.	1988	Journal Article
3069423	NA	Carboplatin: a new cisplatin analog.	1988	Journal Article
3178887	NA	Glutathione depletion in the guinea pig and its effect on the acute cochlear toxicity of ethacrynic acid.	1988	Journal Article
3045792	NA	Actions and interactions of indomethacin and diazepam on performance in healthy volunteers.	1988	Clinical Trial
3348750	NA	Simultaneous investigations of elemental changes in individual cells of the stria vascularis and in endolymph.	1988	Journal Article
3370060	NA	Quantitative assessment of torasemide ototoxicity.	1988	Journal Article
3281604	NA	Salicylate ototoxicity in patients with rheumatoid arthritis: a controlled study.	1988	Clinical Trial
3343718	NA	Histopathology of chloroform-induced inner ear damage.	1988	Journal Article
2966729	NA	Teicoplanin: a new glycopeptide antibiotic complex.	1988	Journal Article
3281541	NA	High frequency audiometry in prospective clinical research of ototoxicity due to platinum derivatives.	1988	Journal Article
3143707	NA	Acute effects of noradrenalin related vasoactive agents on the ototoxicity of aspirin: an experimental study in the guinea pig.	1988	Journal Article
3360820	NA	Hearing loss following the application of topical neomycin.	1988	Case Reports
3389111	NA	The ototoxic potential of EMLA. A new local anesthetic for the tympanic membrane.	1988	Journal Article
3351693	NA	Furosemide pharmacokinetics in very low birth weight infants.	1988	Journal Article
3372368	NA	Cochlear pathology of long term neomycin induced deafness in cats.	1988	Journal Article
3385319	NA	Long-term ototoxic effects of neomycin applied topically in the middle ear: a morphological study in the guinea pig.	1988	Journal Article
3344128	NA	Effects of ototoxic diuretics (loop diuretics) on the endolymphatic sac.	1988	Journal Article
3342465	NA	Very high-dose cisplatin-induced ototoxicity: a preliminary report on early and long-term effects.	1988	Journal Article
3341701	NA	Potentiation of ototoxicity by glutathione depletion.	1988	Journal Article
3338666	NA	Evaluation of bolus cis-platinum and continuous 5-fluorouracil infusion for metastatic and recurrent squamous cell carcinoma of the cervix.	1988	Journal Article
3335097	NA	Local delivery of antibiotics via an implantable pump in the treatment of osteomyelitis.	1988	Journal Article
3334819	NA	Ototoxicity of Vasocidin drops applied to the chinchilla middle ear.	1988	Journal Article
3263111	NA	Vestibular ototoxicity following intratympanic applications of chlorhexidine gluconate in the cat.	1988	Journal Article
3232027	NA	Ototoxicity of cisplatin in gynaecological cancer patients.	1988	Comparative Study
3227279	NA	Can deferoxamine be considered an ototoxic drug?	1988	Journal Article
3214091	NA	Treatment of fungal infections with semisynthetic derivatives of amphotericin B alpha.	1988	Journal Article
3190562	NA	Hearing loss and desferrioxamine in homozygous beta-thalassemia.	1988	Journal Article
3070525	NA	Physiology and pathophysiology of inner ear melanin.	1988	Journal Article
3055805	NA	Furosemide-induced alteration of drug pathway to cochlea.	1988	Journal Article
2856600	NA	Chromatographically purified vancomycin: therapy of serious infections caused by Staphylococcus aureus and other gram-positive bacteria.	1988	Clinical Trial
3261106	NA	Aminoglycoside ototoxicity: influence of dosage regimen on drug uptake and correlation between membrane binding and some clinical features.	1988	Journal Article
3378222	NA	Pharmacokinetic and toxicity evaluation of five-day continuous infusion versus intermittent bolus cis-diamminedichloroplatinum(II) in head and neck cancer patients.	1988	Clinical Trial
2971498	NA	Tolerance of once-daily dosing of netilmicin and teicoplanin, alone or in combination, in healthy volunteers.	1988	Journal Article
2850191	NA	'Two-route chemotherapy' using intra-arterial cisplatin and intravenous sodium thiosulfate, its neutralizing agent, for hepatic malignancies.	1988	Journal Article
3262982	NA	Relationship between the nephrotoxicity and ototoxicity induced by gentamicin in the guinea pig.	1988	Journal Article
3192385	NA	Phase I--preliminary phase II trial of iproplatin, a cisplatin analogue.	1988	Journal Article
3182412	NA	Effects of cisplatin and thiosulfate upon auditory brainstem responses of guinea pigs.	1988	Journal Article
3057327	NA	Vancomycin ototoxicity and nephrotoxicity. A review.	1988	Journal Article
2977108	NA	Teicoplanin: an investigational glycopeptide antibiotic.	1988	Journal Article
3399287	NA	Hearing disorders in children with fetal alcohol syndrome: findings from case reports.	1988	Journal Article
3398664	NA	Cisplatin ototoxicity in guinea pigs with special reference to toxic effects in the stria vascularis.	1988	Journal Article
3398663	NA	Ototoxicity of high-dose cisplatin by bolus administration in patients with advanced cancers and normal hearing.	1988	Journal Article
3053555	NA	A randomized trial of empirical antibiotic therapy with one of four beta-lactam antibiotics in combination with netilmicin in febrile neutropenic patients.	1988	Clinical Trial
3391815	NA	Pre-radiation chemotherapy for infants and poor prognosis children with medulloblastoma.	1988	Journal Article
3289583	NA	A randomized clinical trial of topical gentamicin after tympanostomy tube placement.	1988	Clinical Trial
3170393	NA	A study of amikacin given once versus twice daily in serious infections.	1988	Clinical Trial
3134490	NA	The influence of tobramycin dosage regimens on nephrotoxicity, ototoxicity, and antibacterial efficacy in a rat model of subcutaneous abscess.	1988	Journal Article
3294318	NA	Medical management of active chronic otitis media: a controlled study.	1988	Clinical Trial
3287749	NA	Role of aztreonam in urinary tract infections.	1988	Clinical Trial
2836565	NA	Prospective randomized trial of high-dose cisplatin and fluorouracil infusion with or without sodium diethyldithiocarbamate in recurrent and/or metastatic squamous cell carcinoma of the head and neck.	1988	Clinical Trial
2484534	NA	Enhanced ototoxicity of gentamicin and salicylate caused by Mg deficiency and Zn deficiency.	1988	Journal Article
3391108	NA	Individualized aminoglycoside dosage regimens in patients with cystic fibrosis.	1988	Journal Article
3376137	NA	The effects of occupational exposure to styrene on high-frequency hearing thresholds.	1988	Journal Article
3341164	NA	Alcohol and ultrastructural changes in the developing inner ear. An in vitro study.	1988	Journal Article
3336989	NA	Sustained therapeutic efficacy and safety of oral propafenone for treatment of chronic ventricular arrhythmias: a 2-year experience.	1988	Journal Article
3282004	NA	A double-blind multi-centre trial of fluoxetine and dothiepin in major depressive illness. South Wales Antidepressant Drug Trial Group.	1988	Clinical Trial
3234463	NA	Differential effect of food on kinetics of bromocriptine in a modified release capsule and a conventional formulation.	1988	Comparative Study
